,,,,,,,,,,,,,,,
,MUNICÍPIO-CÓD,MUNICÍPIO,ANO FATO,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ
,314655,PAI PEDRO,2020,1,2,1,0,1,1,1,4,2,2,4,2
,314655,PAI PEDRO,2021,3,2,3,3,0,0,3,0,2,2,3,0
,314655,PAI PEDRO,2022,0,2,3,1,1,0,3,2,7,1,4,2
,314660,PAIVA,2020,0,0,2,1,0,1,1,2,1,2,0,1
,314660,PAIVA,2021,1,3,0,0,1,0,1,1,0,0,1,1
,314660,PAIVA,2022,1,0,0,1,0,2,1,2,0,0,0,0
,314670,PALMA,2020,6,7,5,3,1,1,2,0,3,3,0,3
,314670,PALMA,2021,1,3,0,3,0,0,0,2,4,3,6,1
,314670,PALMA,2022,1,1,2,0,1,0,4,0,0,1,3,2
,314675,PALMOPOLIS,2020,0,1,3,1,0,1,1,3,2,1,1,3
,314675,PALMOPOLIS,2021,1,3,0,2,1,1,0,0,1,3,4,4
,314675,PALMOPOLIS,2022,0,0,0,0,2,2,0,3,2,1,1,3
,314690,PAPAGAIOS,2020,16,11,6,13,11,9,8,9,8,12,14,12
,314690,PAPAGAIOS,2021,13,8,13,10,8,6,10,12,17,15,6,16
,314690,PAPAGAIOS,2022,15,11,10,16,8,12,14,10,13,11,9,11
,314700,PARACATU,2020,58,56,58,71,39,60,47,54,50,52,56,61
,314700,PARACATU,2021,69,45,44,62,45,69,53,58,52,69,66,56
,314700,PARACATU,2022,52,36,42,58,51,58,66,80,71,58,47,61
,314710,PARA DE MINAS,2020,57,38,47,38,40,36,32,46,40,38,52,44
,314710,PARA DE MINAS,2021,43,28,35,31,49,28,37,49,47,57,54,34
,314710,PARA DE MINAS,2022,31,28,43,44,42,35,55,42,54,39,39,42
,314720,PARAGUACU,2020,17,23,14,8,6,14,14,6,8,15,12,13
,314720,PARAGUACU,2021,10,7,14,6,8,7,15,20,17,21,8,18
,314720,PARAGUACU,2022,22,10,11,14,22,10,16,14,17,11,18,14
,314730,PARAISOPOLIS,2020,16,13,7,16,10,12,10,12,9,12,6,7
,314730,PARAISOPOLIS,2021,12,4,7,5,9,9,5,7,11,12,9,12
,314730,PARAISOPOLIS,2022,14,8,10,6,7,4,8,9,5,9,9,7
,314740,PARAOPEBA,2020,19,21,21,11,15,23,21,11,18,28,31,28
,314740,PARAOPEBA,2021,20,22,15,19,19,27,21,19,25,22,30,24
,314740,PARAOPEBA,2022,18,31,21,23,17,19,20,22,17,29,18,24
,314750,PASSABEM,2020,2,1,0,0,0,1,1,1,2,1,1,0
,314750,PASSABEM,2021,2,0,1,0,1,1,0,0,0,0,2,0
,314750,PASSABEM,2022,0,0,1,0,2,0,0,0,0,0,0,0
,314760,PASSA QUATRO,2020,11,7,3,4,7,5,3,9,0,7,2,6
,314760,PASSA QUATRO,2021,8,13,0,4,3,5,3,6,7,2,4,3
,314760,PASSA QUATRO,2022,3,3,6,6,5,4,2,4,4,6,4,2
,314770,PASSA TEMPO,2020,5,4,3,5,3,1,6,5,5,3,3,5
,314770,PASSA TEMPO,2021,4,3,3,2,5,1,2,4,1,4,2,3
,314770,PASSA TEMPO,2022,2,1,6,2,1,2,1,0,0,2,1,3
,314780,PASSA VINTE,2020,0,0,0,0,0,0,0,0,2,0,2,1
,314780,PASSA VINTE,2021,0,0,1,1,0,0,0,0,0,1,0,0
,314780,PASSA VINTE,2022,0,0,0,1,0,2,0,0,0,1,0,0
,314790,PASSOS,2020,60,97,72,62,69,76,72,77,75,89,79,77
,314790,PASSOS,2021,74,70,87,65,82,69,56,78,80,68,82,76
,314790,PASSOS,2022,64,52,89,66,72,77,58,90,69,94,85,70
,314795,PATIS,2020,1,2,3,1,2,1,2,2,2,2,2,1
,314795,PATIS,2021,4,7,4,1,4,2,7,2,7,5,1,4
,314795,PATIS,2022,1,0,0,0,1,1,2,0,0,5,2,0
,314800,PATOS DE MINAS,2020,127,133,122,119,115,105,127,117,111,130,119,122
,314800,PATOS DE MINAS,2021,129,73,123,134,113,125,110,129,148,168,149,146
,314800,PATOS DE MINAS,2022,150,93,126,115,119,104,102,107,121,129,114,131
,314810,PATROCINIO,2020,58,66,58,39,62,50,51,60,66,62,73,64
,314810,PATROCINIO,2021,64,39,68,65,51,36,50,56,51,44,58,57
,314810,PATROCINIO,2022,47,46,49,62,34,38,43,59,74,52,41,56
,314820,PATROCINIO DO MURIAE,2020,4,6,5,4,3,1,0,5,5,3,3,4
,314820,PATROCINIO DO MURIAE,2021,4,7,6,6,1,2,2,3,3,2,4,8
,314820,PATROCINIO DO MURIAE,2022,2,9,5,5,1,3,1,2,4,4,3,4
,314830,PAULA CANDIDO,2020,1,6,3,1,3,3,6,2,2,2,6,1
,314830,PAULA CANDIDO,2021,5,2,2,0,5,3,4,1,5,6,0,2
,314830,PAULA CANDIDO,2022,2,1,2,1,4,3,3,2,3,3,5,1
,314840,PAULISTAS,2020,2,1,0,0,2,0,1,0,3,0,1,1
,314840,PAULISTAS,2021,7,1,1,0,2,3,0,2,2,0,1,0
,314840,PAULISTAS,2022,1,2,0,5,0,1,0,3,2,3,0,4
,314850,PAVAO,2020,3,2,4,1,5,5,4,2,2,5,3,1
,314850,PAVAO,2021,1,2,1,1,4,6,5,5,3,2,3,2
,314850,PAVAO,2022,0,4,1,1,4,1,3,3,4,1,3,4
,314860,PECANHA,2020,8,7,6,4,8,2,4,7,4,11,5,11
,314860,PECANHA,2021,4,9,5,10,8,2,5,7,6,7,9,12
,314860,PECANHA,2022,9,4,6,6,5,7,7,8,5,4,10,1
,314870,PEDRA AZUL,2020,20,15,23,22,16,12,12,18,10,25,15,10
,314870,PEDRA AZUL,2021,16,16,16,9,18,14,16,10,21,10,14,11
,314870,PEDRA AZUL,2022,12,12,12,13,12,13,9,12,16,8,6,14
,314875,PEDRA BONITA,2020,0,0,0,1,0,1,0,2,1,0,0,0
,314875,PEDRA BONITA,2021,0,1,2,0,0,0,1,0,1,2,2,1
,314875,PEDRA BONITA,2022,1,0,0,0,0,2,0,3,1,0,0,0
,314880,PEDRA DO ANTA,2020,3,1,1,0,0,1,1,5,1,3,1,4
,314880,PEDRA DO ANTA,2021,0,2,1,1,2,0,1,3,2,1,0,0
,314880,PEDRA DO ANTA,2022,4,0,1,1,2,0,2,1,3,2,0,0
,314890,PEDRA DO INDAIA,2020,0,2,2,2,2,1,1,1,3,2,0,2
,314890,PEDRA DO INDAIA,2021,2,7,2,0,0,0,0,3,1,1,1,0
,314890,PEDRA DO INDAIA,2022,0,1,2,0,1,8,1,0,5,0,2,1
,314900,PEDRA DOURADA,2020,3,0,1,3,1,0,2,3,0,2,1,3
,314900,PEDRA DOURADA,2021,0,2,1,1,1,0,0,2,4,2,1,1
,314900,PEDRA DOURADA,2022,1,3,5,3,5,2,1,1,3,2,1,3
,314910,PEDRALVA,2020,4,2,4,2,7,7,3,4,2,3,15,10
,314910,PEDRALVA,2021,4,5,5,4,3,5,4,3,2,10,10,9
,314910,PEDRALVA,2022,4,2,10,7,6,6,1,3,4,2,4,5
,314915,PEDRAS DE MARIA DA CRUZ,2020,4,2,5,5,2,4,4,2,2,3,3,8
,314915,PEDRAS DE MARIA DA CRUZ,2021,7,6,8,7,5,7,2,9,4,11,5,4
,314915,PEDRAS DE MARIA DA CRUZ,2022,2,4,7,5,11,5,4,11,12,5,6,3
,314920,PEDRINOPOLIS,2020,0,0,1,1,0,1,0,2,7,1,2,1
,314920,PEDRINOPOLIS,2021,2,1,0,2,1,4,3,3,1,1,1,4
,314920,PEDRINOPOLIS,2022,2,0,1,3,2,0,2,4,1,1,4,2
,314930,PEDRO LEOPOLDO,2020,53,38,36,28,40,36,35,30,54,49,49,57
,314930,PEDRO LEOPOLDO,2021,57,33,36,41,41,30,41,47,52,34,40,40
,314930,PEDRO LEOPOLDO,2022,37,32,51,46,43,34,46,33,51,40,30,43
,314940,PEDRO TEIXEIRA,2020,0,0,0,0,1,1,0,0,1,0,1,0
,314940,PEDRO TEIXEIRA,2021,2,1,0,1,0,1,0,0,0,1,1,1
,314940,PEDRO TEIXEIRA,2022,0,0,0,0,2,0,0,0,1,1,1,0
,314950,PEQUERI,2020,3,2,1,1,2,1,3,1,2,0,3,1
,314950,PEQUERI,2021,2,0,3,3,5,1,3,4,2,2,5,2
,314950,PEQUERI,2022,5,2,1,3,3,2,1,1,3,3,0,1
,314960,PEQUI,2020,4,3,4,1,2,2,1,2,5,3,3,5
,314960,PEQUI,2021,3,0,4,4,1,1,3,3,11,1,5,5
,314960,PEQUI,2022,1,1,4,3,1,2,2,0,2,2,5,0
,314970,PERDIGAO,2020,3,9,7,4,5,4,4,11,4,12,18,9
,314970,PERDIGAO,2021,8,13,9,6,4,6,4,1,5,6,5,7
,314970,PERDIGAO,2022,5,4,2,7,5,2,3,9,8,7,15,4
,314980,PERDIZES,2020,12,6,5,12,8,12,8,13,14,13,18,9
,314980,PERDIZES,2021,10,5,10,15,13,7,9,10,12,15,14,10
,314980,PERDIZES,2022,9,11,8,10,10,11,10,10,9,7,15,11
,314990,PERDOES,2020,20,15,15,10,17,13,17,10,13,13,13,18
,314990,PERDOES,2021,10,12,14,15,17,10,7,10,14,13,11,9
,314990,PERDOES,2022,12,13,9,19,6,6,14,16,9,9,19,18
,314995,PERIQUITO,2020,6,12,4,1,9,3,8,4,8,8,2,5
,314995,PERIQUITO,2021,7,4,4,3,3,4,3,11,8,4,4,4
,314995,PERIQUITO,2022,4,9,7,3,4,4,5,5,5,1,7,5
,315000,PESCADOR,2020,4,3,3,5,0,1,2,4,5,5,1,3
,315000,PESCADOR,2021,1,1,0,3,2,1,2,2,1,2,2,1
,315000,PESCADOR,2022,1,1,1,3,0,1,3,2,1,2,3,0
,315010,PIAU,2020,3,1,1,2,1,1,1,1,0,4,3,2
,315010,PIAU,2021,3,4,4,2,3,2,1,2,2,2,2,1
,315010,PIAU,2022,3,3,3,2,1,2,4,2,1,1,3,2
,315015,PIEDADE DE CARATINGA,2020,5,1,5,5,11,8,10,9,5,9,14,10
,315015,PIEDADE DE CARATINGA,2021,7,6,2,4,4,4,7,5,4,0,4,10
,315015,PIEDADE DE CARATINGA,2022,2,6,3,4,2,4,5,2,8,3,5,5
,315020,PIEDADE DE PONTE NOVA,2020,3,2,2,6,3,4,6,6,2,5,6,1
,315020,PIEDADE DE PONTE NOVA,2021,5,2,3,3,7,1,3,0,4,3,6,2
,315020,PIEDADE DE PONTE NOVA,2022,5,2,1,3,3,8,2,3,4,2,1,3
,315030,PIEDADE DO RIO GRANDE,2020,4,1,0,1,1,0,1,1,0,1,1,2
,315030,PIEDADE DO RIO GRANDE,2021,3,2,0,0,2,2,4,4,0,0,3,0
,315030,PIEDADE DO RIO GRANDE,2022,1,1,4,0,2,1,3,4,2,0,2,3
,315040,PIEDADE DOS GERAIS,2020,1,0,0,1,3,3,4,6,5,5,2,2
,315040,PIEDADE DOS GERAIS,2021,3,3,0,3,1,1,5,2,4,1,0,2
,315040,PIEDADE DOS GERAIS,2022,2,2,3,1,0,2,8,1,1,2,1,2
,315050,PIMENTA,2020,5,5,4,6,6,3,6,7,7,4,4,3
,315050,PIMENTA,2021,10,6,6,6,4,0,2,3,5,5,4,0
,315050,PIMENTA,2022,6,1,7,2,5,1,4,5,4,7,3,3
,315053,PINGO D'AGUA,2020,3,1,1,0,0,3,2,1,3,5,1,4
,315053,PINGO D'AGUA,2021,6,2,2,2,2,1,2,1,1,3,3,1
,315053,PINGO D'AGUA,2022,1,4,4,4,3,1,0,3,4,6,4,5
,315057,PINTOPOLIS,2020,1,2,1,2,2,1,4,2,0,5,0,0
,315057,PINTOPOLIS,2021,3,3,2,1,3,3,3,1,3,2,1,2
,315057,PINTOPOLIS,2022,2,1,1,2,0,0,2,1,2,2,1,4
,315060,PIRACEMA,2020,3,2,4,2,2,1,2,2,5,3,4,0
,315060,PIRACEMA,2021,2,0,4,5,0,2,1,2,5,2,5,2
,315060,PIRACEMA,2022,5,5,4,1,6,4,0,0,2,4,1,4
,315070,PIRAJUBA,2020,0,5,2,2,2,3,0,3,2,5,5,3
,315070,PIRAJUBA,2021,5,2,2,1,5,2,6,3,3,2,4,1
,315070,PIRAJUBA,2022,3,3,4,4,4,3,5,3,4,4,0,3
,315080,PIRANGA,2020,8,8,3,7,8,3,3,5,8,4,8,4
,315080,PIRANGA,2021,7,5,3,7,6,3,8,9,6,2,11,1
,315080,PIRANGA,2022,4,3,9,1,5,2,4,8,12,9,7,4
,315090,PIRANGUCU,2020,4,4,5,2,2,4,1,2,3,1,2,3
,315090,PIRANGUCU,2021,5,1,1,4,3,2,2,1,2,2,0,3
,315090,PIRANGUCU,2022,1,0,2,3,1,2,5,0,0,3,0,2
,315100,PIRANGUINHO,2020,2,3,4,4,2,3,3,2,1,2,2,4
,315100,PIRANGUINHO,2021,4,2,0,8,5,5,1,4,4,4,2,3
,315100,PIRANGUINHO,2022,2,4,4,4,3,3,3,2,1,2,7,5
,315110,PIRAPETINGA,2020,5,2,0,2,2,6,1,3,5,5,3,8
,315110,PIRAPETINGA,2021,5,3,2,7,7,5,7,5,8,2,8,5
,315110,PIRAPETINGA,2022,4,6,7,3,4,4,3,8,2,4,5,1
,315120,PIRAPORA,2020,45,44,37,26,38,47,37,40,47,48,56,40
,315120,PIRAPORA,2021,53,39,36,42,39,44,35,55,58,43,40,43
,315120,PIRAPORA,2022,50,36,43,42,36,27,42,32,40,47,41,48
,315130,PIRAUBA,2020,5,5,5,1,4,3,5,4,4,7,11,4
,315130,PIRAUBA,2021,4,3,3,8,5,7,6,9,7,8,4,4
,315130,PIRAUBA,2022,5,2,10,11,7,2,8,10,5,4,4,10
,315140,PITANGUI,2020,22,20,10,16,16,19,19,17,17,22,26,23
,315140,PITANGUI,2021,31,31,21,19,15,23,16,26,24,22,21,16
,315140,PITANGUI,2022,16,25,15,12,7,21,16,18,13,20,20,14
,315150,PIUMHI,2020,31,34,13,30,23,16,17,22,16,18,13,23
,315150,PIUMHI,2021,20,12,22,17,19,10,24,29,15,25,29,27
,315150,PIUMHI,2022,18,18,19,20,16,20,26,12,15,25,16,21
,315160,PLANURA,2020,13,8,7,15,8,11,13,13,11,20,10,13
,315160,PLANURA,2021,8,11,5,6,8,12,14,9,10,14,15,11
,315160,PLANURA,2022,11,11,6,14,10,15,12,14,14,9,6,5
,315170,POCO FUNDO,2020,6,4,7,6,9,6,12,8,5,10,7,7
,315170,POCO FUNDO,2021,8,10,10,4,7,6,8,4,11,6,8,9
,315170,POCO FUNDO,2022,6,11,7,10,11,11,5,3,8,9,6,5
,315180,POCOS DE CALDAS,2020,131,129,131,103,96,99,97,105,127,149,116,119
,315180,POCOS DE CALDAS,2021,139,122,114,102,112,107,117,116,124,127,154,118
,315180,POCOS DE CALDAS,2022,103,98,122,122,91,120,125,109,150,149,115,128
,315190,POCRANE,2020,6,7,3,3,3,4,0,1,4,1,1,5
,315190,POCRANE,2021,1,6,2,0,4,2,0,1,5,5,3,5
,315190,POCRANE,2022,5,3,3,3,3,1,2,3,1,1,2,4
,315200,POMPEU,2020,25,21,21,19,24,17,19,16,33,25,25,28
,315200,POMPEU,2021,21,12,15,13,24,13,20,33,26,29,20,27
,315200,POMPEU,2022,29,18,15,16,12,22,25,18,18,22,26,27
,315210,PONTE NOVA,2020,48,56,45,55,34,37,43,46,50,47,48,41
,315210,PONTE NOVA,2021,58,48,34,49,37,32,42,46,52,33,38,43
,315210,PONTE NOVA,2022,51,32,37,45,48,32,25,42,37,55,39,50
,315213,PONTO CHIQUE,2020,5,0,1,5,1,6,1,2,5,2,2,1
,315213,PONTO CHIQUE,2021,2,1,3,2,1,4,2,3,1,1,1,2
,315213,PONTO CHIQUE,2022,2,2,5,3,4,0,1,2,3,1,2,7
,315217,PONTO DOS VOLANTES,2020,5,2,3,3,6,3,4,5,3,2,2,3
,315217,PONTO DOS VOLANTES,2021,2,3,2,5,0,4,1,2,4,0,4,4
,315217,PONTO DOS VOLANTES,2022,7,6,1,2,3,1,4,5,4,6,3,4
,315220,PORTEIRINHA,2020,15,18,18,17,16,13,15,13,15,14,14,13
,315220,PORTEIRINHA,2021,11,9,17,16,14,10,7,8,16,21,14,17
,315220,PORTEIRINHA,2022,8,15,18,15,12,14,15,11,14,12,14,6
,315230,PORTO FIRME,2020,3,0,5,4,2,3,3,4,3,3,2,6
,315230,PORTO FIRME,2021,2,4,5,3,7,4,4,7,2,3,5,5
,315230,PORTO FIRME,2022,4,4,4,2,3,3,0,5,5,1,5,6
,315240,POTE,2020,12,4,3,4,5,8,5,4,13,5,5,9
,315240,POTE,2021,5,3,6,2,5,3,4,5,8,9,7,3
,315240,POTE,2022,3,4,10,9,5,7,6,4,4,2,2,9
,315250,POUSO ALEGRE,2020,103,94,101,68,83,117,93,90,111,116,104,105
,315250,POUSO ALEGRE,2021,116,78,88,78,69,75,84,105,99,114,115,91
,315250,POUSO ALEGRE,2022,87,85,115,96,95,84,83,98,119,101,96,125
,315260,POUSO ALTO,2020,0,3,1,4,1,0,0,0,5,5,2,2
,315260,POUSO ALTO,2021,2,3,2,2,2,0,4,2,7,2,3,2
,315260,POUSO ALTO,2022,5,3,6,2,3,0,2,1,0,2,4,1
,315270,PRADOS,2020,1,5,2,4,2,6,5,3,3,2,2,3
,315270,PRADOS,2021,5,3,3,3,5,3,1,5,2,2,6,3
,315270,PRADOS,2022,2,2,3,3,4,2,3,6,2,3,2,0
,315280,PRATA,2020,32,20,12,11,15,14,15,21,18,20,16,12
,315280,PRATA,2021,13,17,14,21,12,19,10,22,19,16,18,21
,315280,PRATA,2022,13,17,19,15,5,17,13,23,16,18,15,26
,315290,PRATAPOLIS,2020,4,5,2,5,2,8,5,6,3,8,7,5
,315290,PRATAPOLIS,2021,6,4,1,6,3,3,5,8,3,4,3,8
,315290,PRATAPOLIS,2022,7,1,4,3,3,4,4,2,6,3,6,1
,315300,PRATINHA,2020,2,2,2,2,1,3,0,1,0,0,0,7
,315300,PRATINHA,2021,0,1,0,0,1,3,2,0,2,1,1,0
,315300,PRATINHA,2022,0,1,3,0,2,1,2,0,0,0,1,1
,315310,PRESIDENTE BERNARDES,2020,1,1,0,1,2,3,1,2,1,2,0,0
,315310,PRESIDENTE BERNARDES,2021,1,1,0,4,2,0,1,1,0,4,4,1
,315310,PRESIDENTE BERNARDES,2022,1,1,0,2,0,2,0,0,2,2,0,0
,315320,PRESIDENTE JUSCELINO,2020,1,0,1,2,1,2,2,2,1,2,3,1
,315320,PRESIDENTE JUSCELINO,2021,2,1,0,2,1,2,1,0,1,1,0,0
,315320,PRESIDENTE JUSCELINO,2022,0,1,1,0,2,2,1,2,4,2,0,2
,315330,PRESIDENTE KUBITSCHEK,2020,1,5,1,1,6,2,3,4,6,5,2,6
,315330,PRESIDENTE KUBITSCHEK,2021,3,4,0,1,2,2,3,3,2,1,6,4
,315330,PRESIDENTE KUBITSCHEK,2022,0,1,4,4,1,1,1,3,5,4,2,3
,315340,PRESIDENTE OLEGARIO,2020,7,5,8,8,3,18,8,8,7,5,5,5
,315340,PRESIDENTE OLEGARIO,2021,7,8,6,15,4,5,5,3,10,5,13,4
,315340,PRESIDENTE OLEGARIO,2022,7,4,5,6,6,6,5,8,5,3,11,14
,315350,ALTO JEQUITIBA,2020,5,1,4,8,5,3,4,0,4,4,1,5
,315350,ALTO JEQUITIBA,2021,4,1,3,6,2,9,5,5,6,4,3,10
,315350,ALTO JEQUITIBA,2022,2,5,7,4,3,1,3,5,1,5,7,2
,315360,PRUDENTE DE MORAIS,2020,8,10,16,14,6,13,4,10,8,11,16,15
,315360,PRUDENTE DE MORAIS,2021,12,6,16,9,8,19,10,11,5,13,10,16
,315360,PRUDENTE DE MORAIS,2022,13,13,9,13,14,8,10,10,13,14,12,19
,315370,QUARTEL GERAL,2020,1,3,2,0,1,0,0,1,1,3,1,3
,315370,QUARTEL GERAL,2021,2,2,2,2,1,2,1,3,1,0,0,2
,315370,QUARTEL GERAL,2022,0,1,2,3,6,0,1,2,0,2,3,1
,315380,QUELUZITO,2020,0,0,2,0,1,1,1,0,1,0,0,2
,315380,QUELUZITO,2021,1,1,0,1,0,0,1,0,2,0,2,1
,315380,QUELUZITO,2022,0,0,2,0,0,3,3,1,1,1,2,0
,315390,RAPOSOS,2020,16,17,7,12,11,11,6,15,10,24,23,21
,315390,RAPOSOS,2021,22,9,13,22,15,19,17,10,16,12,13,16
,315390,RAPOSOS,2022,6,7,13,10,13,11,11,13,7,15,9,9
,315400,RAUL SOARES,2020,17,25,10,12,12,14,17,10,11,9,11,17
,315400,RAUL SOARES,2021,15,19,11,13,15,13,8,13,20,10,16,14
,315400,RAUL SOARES,2022,11,10,20,10,12,9,5,14,10,20,19,10
,315410,RECREIO,2020,6,9,5,1,5,4,5,9,4,8,8,11
,315410,RECREIO,2021,8,7,4,4,4,5,7,5,4,7,9,8
,315410,RECREIO,2022,2,3,2,7,6,1,7,7,5,7,8,1
,315415,REDUTO,2020,8,3,4,2,4,3,2,4,8,5,4,7
,315415,REDUTO,2021,4,4,4,6,3,3,10,3,7,1,4,0
,315415,REDUTO,2022,1,5,4,2,3,1,6,6,2,3,4,8
,315420,RESENDE COSTA,2020,4,7,3,4,1,0,5,0,1,6,3,5
,315420,RESENDE COSTA,2021,4,8,5,5,3,1,1,3,1,6,6,4
,315420,RESENDE COSTA,2022,5,2,4,3,4,5,4,3,8,8,4,3
,315430,RESPLENDOR,2020,16,16,6,13,8,10,6,7,5,14,7,8
,315430,RESPLENDOR,2021,6,3,8,4,12,11,9,8,4,10,7,9
,315430,RESPLENDOR,2022,13,8,8,11,10,5,11,14,12,12,6,12
,315440,RESSAQUINHA,2020,2,1,4,1,1,0,2,2,3,1,3,3
,315440,RESSAQUINHA,2021,0,0,1,2,3,1,1,5,2,4,3,1
,315440,RESSAQUINHA,2022,3,1,5,0,2,0,1,1,2,4,2,1
,315445,RIACHINHO,2020,2,7,4,4,5,4,5,3,7,4,1,5
,315445,RIACHINHO,2021,4,5,2,4,1,4,4,6,5,8,8,2
,315445,RIACHINHO,2022,5,1,1,4,2,9,6,4,5,5,2,7
,315450,RIACHO DOS MACHADOS,2020,3,2,1,2,1,0,1,2,2,2,1,1
,315450,RIACHO DOS MACHADOS,2021,3,2,3,2,0,2,2,1,5,2,1,2
,315450,RIACHO DOS MACHADOS,2022,1,1,2,0,3,2,3,2,3,3,3,3
,315460,RIBEIRAO DAS NEVES,2020,221,184,186,187,204,196,240,224,231,233,236,178
,315460,RIBEIRAO DAS NEVES,2021,221,187,240,194,216,168,198,184,211,213,216,215
,315460,RIBEIRAO DAS NEVES,2022,208,168,201,207,182,152,190,204,199,209,171,229
,315470,RIBEIRAO VERMELHO,2020,2,2,3,4,1,1,2,7,3,1,1,2
,315470,RIBEIRAO VERMELHO,2021,5,2,5,3,1,2,6,4,2,1,3,1
,315470,RIBEIRAO VERMELHO,2022,1,0,2,4,1,1,2,1,2,0,4,0
,315480,RIO ACIMA,2020,7,9,6,8,6,5,11,5,10,4,10,7
,315480,RIO ACIMA,2021,5,10,10,3,8,9,3,11,11,9,12,12
,315480,RIO ACIMA,2022,10,2,15,10,6,11,13,6,7,8,13,8
,315490,RIO CASCA,2020,14,12,10,10,13,11,11,7,4,9,9,10
,315490,RIO CASCA,2021,11,20,5,19,11,11,9,12,10,13,11,3
,315490,RIO CASCA,2022,7,12,8,9,10,8,7,10,8,8,11,7
,315500,RIO DOCE,2020,0,2,2,2,3,1,1,0,1,1,2,0
,315500,RIO DOCE,2021,0,0,0,1,6,2,0,1,2,5,3,3
,315500,RIO DOCE,2022,1,0,0,4,3,1,0,2,3,3,4,1
,315510,RIO DO PRADO,2020,5,6,3,1,5,0,2,4,5,2,0,3
,315510,RIO DO PRADO,2021,3,2,4,1,3,2,3,2,1,0,2,0
,315510,RIO DO PRADO,2022,0,1,0,0,2,1,0,2,0,1,1,2
,315520,RIO ESPERA,2020,4,2,3,2,1,2,0,1,0,1,3,8
,315520,RIO ESPERA,2021,5,8,2,2,2,1,1,0,0,2,0,1
,315520,RIO ESPERA,2022,1,1,6,2,3,1,0,2,0,1,2,2
,315530,RIO MANSO,2020,7,4,3,7,2,8,6,3,1,2,6,4
,315530,RIO MANSO,2021,3,8,3,5,2,3,3,5,3,3,2,5
,315530,RIO MANSO,2022,4,5,5,3,1,4,2,1,4,2,5,3
,315540,RIO NOVO,2020,6,13,11,6,7,3,8,6,10,6,5,10
,315540,RIO NOVO,2021,15,2,9,5,3,7,7,6,0,6,5,5
,315540,RIO NOVO,2022,8,4,3,8,4,6,3,8,8,13,14,11
,315550,RIO PARANAIBA,2020,8,8,10,9,9,10,11,14,10,10,10,14
,315550,RIO PARANAIBA,2021,13,5,11,9,4,9,13,4,15,18,14,7
,315550,RIO PARANAIBA,2022,7,14,17,11,8,12,8,11,8,7,9,11
,315560,RIO PARDO DE MINAS,2020,15,11,7,8,5,9,10,8,10,10,4,10
,315560,RIO PARDO DE MINAS,2021,12,11,11,7,2,6,7,7,10,6,10,6
,315560,RIO PARDO DE MINAS,2022,8,6,8,5,3,8,12,4,8,6,1,7
,315570,RIO PIRACICABA,2020,6,13,11,6,10,4,6,4,4,5,2,8
,315570,RIO PIRACICABA,2021,10,5,3,4,3,9,4,14,10,12,4,10
,315570,RIO PIRACICABA,2022,5,8,9,10,6,4,7,8,6,3,3,12
,315580,RIO POMBA,2020,6,13,6,6,8,10,6,8,14,10,6,11
,315580,RIO POMBA,2021,10,9,8,10,5,8,9,8,8,6,9,8
,315580,RIO POMBA,2022,10,9,6,9,8,11,3,15,14,5,10,14
,315590,RIO PRETO,2020,2,1,2,1,2,3,5,1,3,2,2,2
,315590,RIO PRETO,2021,1,1,4,3,1,0,2,1,0,2,4,4
,315590,RIO PRETO,2022,0,2,1,3,0,3,0,2,1,6,1,2
,315600,RIO VERMELHO,2020,7,5,5,5,9,10,7,8,4,4,14,11
,315600,RIO VERMELHO,2021,7,7,8,7,9,6,5,5,4,8,8,8
,315600,RIO VERMELHO,2022,11,5,5,9,6,4,8,4,4,9,9,7
,315610,RITAPOLIS,2020,2,3,0,2,2,3,1,1,3,0,4,2
,315610,RITAPOLIS,2021,4,2,5,1,1,2,1,1,5,1,0,0
,315610,RITAPOLIS,2022,1,2,2,6,0,1,3,0,3,2,2,0
,315620,ROCHEDO DE MINAS,2020,2,1,5,0,0,1,3,0,3,1,0,1
,315620,ROCHEDO DE MINAS,2021,2,1,3,2,1,1,2,0,4,2,1,2
,315620,ROCHEDO DE MINAS,2022,3,1,3,2,3,1,1,1,2,1,2,1
,315630,RODEIRO,2020,4,3,8,8,4,3,5,1,5,4,4,3
,315630,RODEIRO,2021,4,3,6,6,4,6,6,9,8,1,4,5
,315630,RODEIRO,2022,10,5,4,6,2,6,6,3,3,3,6,4
,315640,ROMARIA,2020,1,0,0,2,1,3,1,2,1,0,5,3
,315640,ROMARIA,2021,0,3,1,5,0,1,0,2,2,2,2,0
,315640,ROMARIA,2022,0,0,1,5,1,0,1,1,1,3,5,2
,315645,ROSARIO DA LIMEIRA,2020,1,1,2,1,0,0,2,1,1,1,1,1
,315645,ROSARIO DA LIMEIRA,2021,3,0,2,1,1,2,0,4,1,1,3,1
,315645,ROSARIO DA LIMEIRA,2022,3,4,3,0,0,1,1,0,1,0,1,1
,315650,RUBELITA,2020,2,2,2,5,2,3,2,1,2,0,1,3
,315650,RUBELITA,2021,5,1,5,1,4,1,0,1,3,4,0,2
,315650,RUBELITA,2022,4,3,1,4,2,2,0,0,0,5,0,3
,315660,RUBIM,2020,8,1,4,4,7,9,7,6,7,3,7,8
,315660,RUBIM,2021,4,4,2,2,6,9,2,11,8,9,10,7
